subj	cond	sex	age	handedness	"hand_order_first (dom=1, non-dom=2)"	"hand (dom=1, non-dom=2)"	trial	Catch	catch trial 1-20	targ_wt	outlier	lf_on_t	peak_VFR_t	lift_on_t	corr_resp_on_t	lf_on_VF	peak_VFR_VF	lift_on_VF	corr_resp_on_VF
eeo18e	hand_transfer	F	19	r	2	2	1	0		3	0	2.022	2.319	2.424		-0.029481	1.838155	2.934271	0.00675
eeo18e	hand_transfer	F	19	r	2	2	2	0		3	0	2.315	2.499	2.611		-0.019673	1.571384	3.01055	0.007798
eeo18e	hand_transfer	F	19	r	2	2	3	0		3	0	1.426	1.63	1.829		-0.081266	1.308198	3.01906	0.005679
eeo18e	hand_transfer	F	19	r	2	2	4	0		3	0	1.612	1.828	1.91		0.010339	2.033205	3.082217	0.007705
eeo18e	hand_transfer	F	19	r	2	2	5	0		3	0	1.18	1.511	1.584		-0.054955	2.237444	3.01217	0.008395
eeo18e	hand_transfer	F	19	r	2	2	6	1	1	9	0	1.43	1.687	2.481	1.848	-0.028214	2.292539	8.898256	3.698895
eeo18e	hand_transfer	F	19	r	2	2	7	0		3	0	1.378	1.579	1.704		0.016433	1.696134	3.007981	0.007679
eeo18e	hand_transfer	F	19	r	2	2	8	0		3	0	1.523	1.695	1.835		0.014704	1.339203	2.983137	0.007399
eeo18e	hand_transfer	F	19	r	2	2	9	0		3	0	1.435	1.702	1.919		-0.005305	1.426721	3.067202	0.00768
eeo18e	hand_transfer	F	19	r	2	2	10	1	2	9	0	1.681	1.874	2.655	2.125	-0.000692	1.474128	8.928224	3.683842
eeo18e	hand_transfer	F	19	r	2	2	11	0		3	0	1.896	2.167	2.187		-0.015987	2.761408	3.053172	0.010542
eeo18e	hand_transfer	F	19	r	2	2	12	0		3	0	1.542	1.805	1.913		-0.029037	1.780818	2.996311	0.012761
eeo18e	hand_transfer	F	19	r	2	2	13	0		3	0	2.023	2.299	2.335		-0.035789	2.572254	3.007872	0.01101
eeo18e	hand_transfer	F	19	r	2	2	14	0		3	0	1.587	1.914	1.993		-0.004053	2.316043	3.041808	0.014075
eeo18e	hand_transfer	F	19	r	2	2	15	0		3	0	1.423	1.622	1.768		0.022991	1.543462	3.04257	0.013095
eeo18e	hand_transfer	F	19	r	2	2	16	0		3	0	1.53	1.964	1.99		-0.042196	2.790491	3.035711	0.014864
eeo18e	hand_transfer	F	19	r	2	2	17	1	3	9	0	1.232	1.406	2.24	1.633	0.010816	1.266645	9.001914	3.273342
eeo18e	hand_transfer	F	19	r	2	2	18	0		3	0	1.336	1.585	1.675		-0.027734	2.080098	3.059992	-0.006907
eeo18e	hand_transfer	F	19	r	2	2	19	0		3	0	1.339	1.615	1.715		-0.00786	2.254148	3.052646	-0.005227
eeo18e	hand_transfer	F	19	r	2	2	20	0		3	0	1.174	1.398	1.553		0.038601	1.601527	2.995584	-0.005151
eeo18e	hand_transfer	F	19	r	2	2	21	0		3	0	1.372	1.554	1.572		0.035928	2.511306	2.887184	-0.005193
eeo18e	hand_transfer	F	19	r	2	2	22	0		3	0	0.805	1.035	1.121		-0.078971	2.095926	3.153674	-0.003343
eeo18e	hand_transfer	F	19	r	2	2	23	1	4	9	0	1.522	1.67	2.359	1.869	-0.036656	1.05792	8.920346	3.835985
eeo18e	hand_transfer	F	19	r	2	2	24	0		3	0	1.275	1.462	1.488		-0.041518	2.481312	2.935976	-0.004957
eeo18e	hand_transfer	F	19	r	2	2	25	0		3	0	0.981	1.306	1.52		-0.068319	1.55725	3.072151	-0.001478
eeo18e	hand_transfer	F	19	r	2	2	26	0		3	0	1.363	1.602	1.617		-0.044514	2.452521	2.75072	-0.000186
eeo18e	hand_transfer	F	19	r	2	2	27	1	5	9	0	1.544	1.765	2.537	1.994	-0.006722	2.145419	9.051314	4.166779
eeo18e	hand_transfer	F	19	r	2	2	28	0		3	0	1.573	1.822	1.99		-0.001785	1.519406	3.019106	-0.003282
eeo18e	hand_transfer	F	19	r	2	2	29	0		3	0	1.457	1.661	1.759		-0.08947	1.967847	2.960997	-0.001952
eeo18e	hand_transfer	F	19	r	2	2	30	0		3	0	1.603	1.834	1.898		-0.023578	2.122534	2.882767	0.000577
eeo18e	hand_transfer	F	19	r	2	1	31	0		3	0	1.658	1.893	2.017		-0.031862	1.565918	3.040088	-0.014863
eeo18e	hand_transfer	F	19	r	2	1	32	0		3	0	1.25	1.56	1.76		-0.121736	1.799522	3.047414	-0.013042
eeo18e	hand_transfer	F	19	r	2	1	33	0		3	0	1.305	1.616	1.784		-0.025026	1.945473	3.127661	-0.012794
eeo18e	hand_transfer	F	19	r	2	1	34	0		3	0	1.599	1.786	1.9		-0.01632	1.491053	2.905826	-0.01379
eeo18e	hand_transfer	F	19	r	2	1	35	0		3	0	1.506	1.932	1.939		-0.049293	2.981514	3.053383	-0.010326
eeo18e	hand_transfer	F	19	r	2	1	36	1	6	9	0	1.76	2.008	2.751	2.289	-0.010784	1.788599	9.143381	4.086521
eeo18e	hand_transfer	F	19	r	2	1	37	0		3	0	1.207	1.415	1.508		-0.069219	1.866774	3.073966	-0.014744
eeo18e	hand_transfer	F	19	r	2	1	38	0		3	0	1.261	1.465	1.487		-0.065532	2.302094	2.691537	-0.011911
eeo18e	hand_transfer	F	19	r	2	1	39	0		3	0	1.376	1.689	1.7		-0.026388	2.898397	3.050096	-0.011467
eeo18e	hand_transfer	F	19	r	2	1	40	0		3	0	1.516	1.705	1.885		0.017627	1.313312	3.109535	-0.012285
eeo18e	hand_transfer	F	19	r	2	1	41	1	7	9	0	1.368	1.675	2.295	1.851	-0.011845	1.965672	9.017636	3.691493
eeo18e	hand_transfer	F	19	r	2	1	42	0		3	0	1.717	2.003	2.029		-0.084466	2.746524	3.161293	-0.01154
eeo18e	hand_transfer	F	19	r	2	1	43	0		3	0	1.155	1.379	1.459		-0.043964	1.875941	2.984016	-0.008365
eeo18e	hand_transfer	F	19	r	2	1	44	0		3	0	1.193	1.48	1.584		-0.010662	1.995138	3.090438	-0.008593
eeo18e	hand_transfer	F	19	r	2	1	45	0		3	0	1.665	1.884	1.954		-0.045494	2.068737	3.119218	-0.009168
eeo18e	hand_transfer	F	19	r	2	1	46	0		3	0	1.343	1.653	1.76		-0.105211	2.101673	3.139156	-0.007008
eeo18e	hand_transfer	F	19	r	2	1	47	1	8	9	0	1.287	1.536	2.216	1.714	-0.070633	2.053049	9.102183	4.152137
eeo18e	hand_transfer	F	19	r	2	1	48	0		3	0	1.401	1.624	1.746		-0.03449	2.072251	3.203281	-0.008328
eeo18e	hand_transfer	F	19	r	2	1	49	0		3	0	1.071	1.283	1.467		-0.028396	1.525806	3.107459	-0.00833
eeo18e	hand_transfer	F	19	r	2	1	50	0		3	0	0.999	1.354	1.429		-0.051307	2.562016	3.202179	-0.00732
eeo18e	hand_transfer	F	19	r	2	1	51	1	9	9	0	0.887	1.225	1.777	1.367	0.028269	2.802016	9.066123	3.752159
eeo18e	hand_transfer	F	19	r	2	1	52	0		3	0	1.344	1.593	1.679		-0.033994	2.015839	3.11569	-0.009398
eeo18e	hand_transfer	F	19	r	2	1	53	0		3	0	1.162	1.453	1.627		0.028312	2.003253	3.157871	-0.004384
eeo18e	hand_transfer	F	19	r	2	1	54	0		3	0	3.123	3.382	3.395		-0.025934	2.840861	3.109907	-0.007168
eeo18e	hand_transfer	F	19	r	2	1	55	0		3	0	0.934	1.281	1.401		-0.07062	2.174369	3.202443	-0.005812
eeo18e	hand_transfer	F	19	r	2	1	56	0		3	0	1.04	1.181	1.349		-0.031033	1.13262	3.078078	-0.001574
eeo18e	hand_transfer	F	19	r	2	1	57	0		3	0	1.443	1.603	1.785		-0.125739	0.950558	3.028201	-0.004611
eeo18e	hand_transfer	F	19	r	2	1	58	1	10	9	0	1.87	2.277	2.955	2.47	-0.003131	2.679137	9.029443	4.134475
eeo18e	hand_transfer	F	19	r	2	1	59	0		3	0	1.17	1.439	1.559		-0.025593	1.72145	2.997285	-0.005094
eeo18e	hand_transfer	F	19	r	2	1	60	0		3	0	1.177	1.486	1.528		-0.027205	2.524902	3.127115	-0.003111
zcuwa9	hand_transfer	F	19	r	2	2	1	0		3	0	1.934	2.197	2.21		-0.213304	2.649793	2.883572	0.001911
zcuwa9	hand_transfer	F	19	r	2	2	2	0		3	0	1.449	1.649	1.872		-0.001495	1.325667	3.112528	0.003479
zcuwa9	hand_transfer	F	19	r	2	2	3	0		3	0	1.282	1.572	1.697		0.002822	1.930424	3.146525	0.004198
zcuwa9	hand_transfer	F	19	r	2	2	4	0		3	0	1.27	1.531	1.61		-0.061714	2.329347	3.088494	0.005319
zcuwa9	hand_transfer	F	19	r	2	2	5	0		3	0	1.301	1.524	1.615		-0.02644	2.279332	3.225538	0.005741
zcuwa9	hand_transfer	F	19	r	2	2	6	1	1	9	0	1.285	1.442	2.088	1.671	-0.068473	1.191517	7.875981	3.790356
zcuwa9	hand_transfer	F	19	r	2	2	7	0		3	0	1.311	1.678	1.692		-0.206987	2.960683	3.189306	0.003077
zcuwa9	hand_transfer	F	19	r	2	2	8	0		3	0	1.365	1.62	1.721		-0.147511	2.14297	3.264454	0.005991
zcuwa9	hand_transfer	F	19	r	2	2	9	0		3	0	1.423	1.549	1.848		-0.210158	0.7958	3.168503	0.0046
zcuwa9	hand_transfer	F	19	r	2	2	10	1	2	9	0	1.446	1.62	2.742	1.958	-0.005472	1.016256	9.291736	3.392981
zcuwa9	hand_transfer	F	19	r	2	2	11	0		3	0	1.945	2.155	2.304		-0.024612	1.8253	3.173218	0.006007
zcuwa9	hand_transfer	F	19	r	2	2	12	0		3	0	1.311	1.562	1.754		-0.03183	1.568523	3.216223	0.007709
zcuwa9	hand_transfer	F	19	r	2	2	13	0		3	0	1.365	1.562	1.74		-0.03414	1.576661	3.136119	0.008185
zcuwa9	hand_transfer	F	19	r	2	2	14	0		3	0	1.468	1.777	1.867		-0.098383	2.599487	3.191697	0.006495
zcuwa9	hand_transfer	F	19	r	2	2	15	0		3	0	1.392	1.475	1.764		-0.135776	0.548231	3.215092	0.005892
zcuwa9	hand_transfer	F	19	r	2	2	16	0		3	0	1.052	1.241	1.4		-0.166618	1.425277	3.127296	0.006135
zcuwa9	hand_transfer	F	19	r	2	2	17	1	3	9	0	1.117	1.285	2.041	1.557	-0.052967	1.168624	9.009917	3.737808
zcuwa9	hand_transfer	F	19	r	2	2	18	0		3	0	1.335	1.577	1.665		-0.014038	2.122894	3.215715	0.003839
zcuwa9	hand_transfer	F	19	r	2	2	19	0		3	0	1.313	1.551	1.672		0.007362	1.579535	3.215112	0.007662
zcuwa9	hand_transfer	F	19	r	2	2	20	0		3	0	1.222	1.383	1.628		-0.01269	0.784713	3.160751	0.009749
zcuwa9	hand_transfer	F	19	r	2	2	21	0		3	0	1.202	1.443	1.615		-0.037922	1.809639	3.169087	0.009425
zcuwa9	hand_transfer	F	19	r	2	2	22	0		3	0	1.378	1.522	1.731		0.01748	0.982537	3.234237	0.009924
zcuwa9	hand_transfer	F	19	r	2	2	23	1	4	9	0	2.123	2.35	3.129	2.553	-0.030633	1.910034	9.22125	3.804907
zcuwa9	hand_transfer	F	19	r	2	2	24	0		3	0	1.284	1.471	1.544		-0.062152	2.299794	3.265787	0.005653
zcuwa9	hand_transfer	F	19	r	2	2	25	0		3	0	1.494	1.657	1.791		-0.058216	1.645435	3.224556	0.007596
zcuwa9	hand_transfer	F	19	r	2	2	26	0		3	0	1.463	1.657	1.774		-0.155104	1.584313	3.173747	0.009464
zcuwa9	hand_transfer	F	19	r	2	2	27	1	5	9	0	1.245	1.424	2.171	1.748	-0.061083	0.895041	9.116979	4.301286
zcuwa9	hand_transfer	F	19	r	2	2	28	0		3	0	0.843	0.982	1.024		-0.173031	1.857593	2.634088	0.007356
zcuwa9	hand_transfer	F	19	r	2	2	29	0		3	0	1.142	1.38	1.472		-0.04801	2.050713	3.205149	0.007691
zcuwa9	hand_transfer	F	19	r	2	2	30	0		3	0	1.373	1.558	1.764		0.006108	1.33764	3.220919	0.010658
zcuwa9	hand_transfer	F	19	r	2	1	31	0		3	0	1.018	1.214	1.253		-0.184189	2.30918	3.082612	0.018664
zcuwa9	hand_transfer	F	19	r	2	1	32	0		3	0	1.122	1.245	1.385		-0.062919	0.999425	3.192559	0.01777
zcuwa9	hand_transfer	F	19	r	2	1	33	0		3	0	1.33	1.47	1.57		-0.00278	1.154895	2.767897	0.018273
zcuwa9	hand_transfer	F	19	r	2	1	34	0		3	0	1.244	1.409	1.536		0.012712	1.323178	3.04445	0.018851
zcuwa9	hand_transfer	F	19	r	2	1	35	0		3	0	1.089	1.245	1.366		-0.143175	1.515351	3.163719	0.019809
zcuwa9	hand_transfer	F	19	r	2	1	36	1	6	9	0	3.954	4.127	4.773	4.272	0.014857	1.817569	9.11853	3.576281
zcuwa9	hand_transfer	F	19	r	2	1	37	0		3	0	1.352	1.452	1.7		-0.057983	0.645051	3.172468	0.018873
zcuwa9	hand_transfer	F	19	r	2	1	38	0		3	0	1.287	1.493	1.692		-0.148668	1.82846	3.147769	0.019703
zcuwa9	hand_transfer	F	19	r	2	1	39	0		3	0	1.158	1.351	1.47		-0.194702	2.107527	3.14217	0.019387
zcuwa9	hand_transfer	F	19	r	2	1	40	0		3	0	1.578	1.734	2.004		-0.012649	0.835908	3.160416	0.021035
zcuwa9	hand_transfer	F	19	r	2	1	41	1	7	9	0	1.044	1.124	1.949	1.331	-0.069426	0.932199	8.849377	3.439725
zcuwa9	hand_transfer	F	19	r	2	1	42	0		3	0	1.18	1.396	1.509		-0.048648	1.920142	3.18106	0.019101
zcuwa9	hand_transfer	F	19	r	2	1	43	0		3	0	1.272	1.455	1.568		0.048124	1.982459	3.162733	0.019997
zcuwa9	hand_transfer	F	19	r	2	1	44	0		3	0	1.167	1.332	1.479		-0.017251	1.659521	3.203876	0.017801
zcuwa9	hand_transfer	F	19	r	2	1	45	0		3	0	1.236	1.377	1.509		-0.140513	1.531847	3.12016	0.01951
zcuwa9	hand_transfer	F	19	r	2	1	46	0		3	0	1.195	1.351	1.467		-0.028795	1.754108	3.200397	0.020007
zcuwa9	hand_transfer	F	19	r	2	1	47	1	8	9	0	1.513	1.618	2.629	1.946	-0.022008	0.938212	9.182485	3.300461
zcuwa9	hand_transfer	F	19	r	2	1	48	0		3	0	1.31	1.584	1.622		-0.012431	2.756639	3.206797	0.02069
zcuwa9	hand_transfer	F	19	r	2	1	49	0		3	0	1.12	1.249	1.391		-0.049119	1.37523	3.154946	0.020872
zcuwa9	hand_transfer	F	19	r	2	1	50	0		3	0	1.445	1.529	1.741		-0.018228	0.682473	3.103889	0.020556
zcuwa9	hand_transfer	F	19	r	2	1	51	1	9	9	0	1.123	1.255	1.748	1.391	0.020143	1.303882	9.213173	3.589804
zcuwa9	hand_transfer	F	19	r	2	1	52	0		3	0	1.21	1.347	1.467		-0.074099	1.536811	3.166487	0.022888
zcuwa9	hand_transfer	F	19	r	2	1	53	0		3	0	1.189	1.244	1.475		-0.10617	0.41582	3.172929	0.020987
zcuwa9	hand_transfer	F	19	r	2	1	54	0		3	0	1.176	1.32	1.412		-0.014571	1.819073	3.041583	0.022663
zcuwa9	hand_transfer	F	19	r	2	1	55	0		3	0	1.119	1.27	1.392		0.02181	1.003987	2.942093	0.022224
zcuwa9	hand_transfer	F	19	r	2	1	56	0		3	0	1.263	1.405	1.533		-0.134406	1.569514	3.238216	0.021104
zcuwa9	hand_transfer	F	19	r	2	1	57	0		3	0	1.397	1.525	1.602		-0.076686	1.711999	3.164949	0.021902
zcuwa9	hand_transfer	F	19	r	2	1	58	1	10	9	0	2.434	2.589	3.366	2.824	-0.046049	1.495731	9.027042	3.508836
zcuwa9	hand_transfer	F	19	r	2	1	59	0		3	0	1.434	1.575	1.662		-0.137069	1.563683	3.159139	0.021847
zcuwa9	hand_transfer	F	19	r	2	1	60	0		3	0	1.044	1.238	1.44		0.021215	1.490169	3.216889	0.023815
mfcpac	hand_transfer	F	18	r	2	2	1	0		3	0	1.667	1.886	1.955		-0.124882	2.250324	3.105972	-0.005094
mfcpac	hand_transfer	F	18	r	2	2	2	0		3	0	1.397	1.598	1.676		-0.124706	2.107431	3.094323	-0.0055
mfcpac	hand_transfer	F	18	r	2	2	3	0		3	0	1.142	1.297	1.46		-0.006457	1.42107	3.04756	-0.004813
mfcpac	hand_transfer	F	18	r	2	2	4	0		3	0	1.303	1.355	1.61		0.208861	0.638251	3.079185	-0.005596
mfcpac	hand_transfer	F	18	r	2	2	5	0		3	0	1.555	1.749	1.778		0.036172	2.262083	2.709618	-0.005383
mfcpac	hand_transfer	F	18	r	2	2	6	1	1	9	0	1.56	1.754	2.512	2.029	0.348975	1.608394	8.880838	3.763608
mfcpac	hand_transfer	F	18	r	2	2	7	0		3	0	1.742	1.918	2.115		-0.070343	0.798077	3.091075	-0.026317
mfcpac	hand_transfer	F	18	r	2	2	8	0		3	0	1.21	1.357	1.433		0.173405	1.956975	3.235438	-0.025981
mfcpac	hand_transfer	F	18	r	2	2	9	0		3	0	1.458	1.711	1.83		-0.161727	1.260068	2.768233	-0.025888
mfcpac	hand_transfer	F	18	r	2	2	10	1	2	9	0	1.613	1.849	2.462	1.995	-0.059664	2.366341	9.021964	4.130827
mfcpac	hand_transfer	F	18	r	2	2	11	0		3	0	1.202	1.383	1.459		-0.049331	2.029581	3.087465	-0.020884
mfcpac	hand_transfer	F	18	r	2	2	12	0		3	0	1.212	1.692	1.72		-0.074082	2.801928	3.221987	-0.022937
mfcpac	hand_transfer	F	18	r	2	2	13	0		3	0	3.215	3.428	3.632		-0.129736	1.557154	3.1555	-0.020072
mfcpac	hand_transfer	F	18	r	2	2	14	0		3	0	1.236	1.462	1.612		-0.04038	1.392187	3.192932	-0.024069
mfcpac	hand_transfer	F	18	r	2	2	15	0		3	0	1.118	1.293	1.418		0.178437	1.705483	3.102451	-0.021288
mfcpac	hand_transfer	F	18	r	2	2	16	0		3	0	1.094	1.295	1.41		-0.11294	1.738317	3.128558	-0.02084
mfcpac	hand_transfer	F	18	r	2	2	17	1	3	9	0	1.209	1.779	1.944	1.538	-0.058706	6.743632	9.06097	3.706112
mfcpac	hand_transfer	F	18	r	2	2	18	0		3	0	1.331	1.668	1.771		0.041268	2.263919	3.170932	-0.021717
mfcpac	hand_transfer	F	18	r	2	2	19	0		3	0	1.035	1.283	1.434		-0.090749	1.05959	2.576378	-0.019516
mfcpac	hand_transfer	F	18	r	2	2	20	0		3	0	1.342	1.558	1.652		-0.057285	2.013855	3.018213	-0.022507
mfcpac	hand_transfer	F	18	r	2	2	21	0		3	0	1.244	1.505	1.668		-0.314383	1.611001	3.128154	-0.020907
mfcpac	hand_transfer	F	18	r	2	2	22	0		3	0	1.465	1.694	1.808		-0.047618	1.950107	3.153137	-0.020081
mfcpac	hand_transfer	F	18	r	2	2	23	1	4	9	0	1.225	1.315	1.865	1.532	-0.050002	0.691544	8.992122	3.848406
mfcpac	hand_transfer	F	18	r	2	2	24	0		3	0	2.272	2.415	2.576		0.021523	1.368532	3.092845	-0.022866
mfcpac	hand_transfer	F	18	r	2	2	25	0		3	0	1.779	2.066	2.093		-0.022625	2.809855	3.175329	-0.018344
mfcpac	hand_transfer	F	18	r	2	2	26	0		3	0	1.125	1.338	1.525		-0.076788	1.37174	3.132132	-0.017584
mfcpac	hand_transfer	F	18	r	2	2	27	1	5	9	0	1.187	1.265	1.933	1.505	-0.122521	0.725914	8.978198	3.986782
mfcpac	hand_transfer	F	18	r	2	2	28	0		3	0	1.31	1.548	1.717		-0.055006	1.072009	3.107127	-0.019134
mfcpac	hand_transfer	F	18	r	2	2	29	0		3	0	1.117	1.331	1.399		-0.142605	1.968873	3.167837	-0.017994
mfcpac	hand_transfer	F	18	r	2	2	30	0		3	0	1.291	1.558	1.955		-0.015937	1.036617	3.085018	-0.017611
mfcpac	hand_transfer	F	18	r	2	1	31	0		3	0	1.359	1.575	1.958		-0.063404	0.652747	2.829056	-0.016342
mfcpac	hand_transfer	F	18	r	2	1	32	0		3	0	1.522	1.679	2.061		-0.061896	0.813138	3.090734	-0.015634
mfcpac	hand_transfer	F	18	r	2	1	33	0		3	0	0.94	1.258	1.309		0.230374	2.645608	3.137104	-0.010902
mfcpac	hand_transfer	F	18	r	2	1	34	0		3	0	1.145	1.401	1.682		-0.027552	1.552242	3.107748	-0.004576
mfcpac	hand_transfer	F	18	r	2	1	35	0		3	0	0.131	0.602	0.78		-0.124145	1.543898	3.136354	-0.041178
mfcpac	hand_transfer	F	18	r	2	1	36	1	6	9	0	1.757	2.032	2.915	2.392	-0.124718	1.061605	8.932477	4.569742
mfcpac	hand_transfer	F	18	r	2	1	37	0		3	0	1.618	1.974	2.157		-0.223408	1.505043	3.188595	-0.004023
mfcpac	hand_transfer	F	18	r	2	1	38	0		3	0	1.469	1.822	2.03		-0.114982	1.581577	3.160235	-0.005251
mfcpac	hand_transfer	F	18	r	2	1	39	0		3	0	1.348	1.526	1.773		0.027943	0.948879	3.146179	-0.005885
mfcpac	hand_transfer	F	18	r	2	1	40	0		3	0	1.203	1.462	1.702		-0.038996	1.257768	3.086768	-0.001722
mfcpac	hand_transfer	F	18	r	2	1	41	1	7	9	0	1.157	1.382	1.984	1.598	-0.243501	1.479473	9.044309	3.672874
mfcpac	hand_transfer	F	18	r	2	1	42	0		3	0	1.019	1.316	1.413		-0.06018	2.356335	3.118977	-0.003088
mfcpac	hand_transfer	F	18	r	2	1	43	0		3	0	1.298	1.504	1.666		-0.125184	1.633956	3.125215	-0.001379
mfcpac	hand_transfer	F	18	r	2	1	44	0		3	0	1.305	1.714	1.75		-0.062135	2.7855	3.173434	-0.002613
mfcpac	hand_transfer	F	18	r	2	1	45	0		3	0	1.57	1.841	2.009		0.088061	2.103051	3.171043	-0.00184
mfcpac	hand_transfer	F	18	r	2	1	46	0		3	0	1.698	1.984	2.13		0.080575	1.980828	3.1494	-0.003249
mfcpac	hand_transfer	F	18	r	2	1	47	1	8	9	0	1.051	1.31	1.777	1.443	-0.028795	2.575268	8.870058	4.406589
mfcpac	hand_transfer	F	18	r	2	1	48	0		3	0	1.428	1.706	1.969		-0.042893	1.173305	3.151555	-0.003309
mfcpac	hand_transfer	F	18	r	2	1	49	0		3	0	1.055	1.308	1.587		-0.145094	0.901371	3.156607	-0.004154
mfcpac	hand_transfer	F	18	r	2	1	50	0		3	0	1.497	1.657	1.966		-0.040999	0.873068	3.139924	-0.00195
mfcpac	hand_transfer	F	18	r	2	1	51	1	9	9	0	1.47	1.677	2.45	1.968	0.047676	1.438461	9.079713	3.172409
mfcpac	hand_transfer	F	18	r	2	1	52	0		3	0	1.578	1.744	2.013		-0.04995	0.856075	3.094587	-0.003435
mfcpac	hand_transfer	F	18	r	2	1	53	0		3	0	1.231	1.513	1.58		-0.038982	2.336524	3.153692	-0.002388
mfcpac	hand_transfer	F	18	r	2	1	54	0		3	0	1.115	1.326	1.531		-0.083191	1.246694	3.16226	-0.00091
mfcpac	hand_transfer	F	18	r	2	1	55	0		3	0	1.171	1.529	1.776		-0.052858	2.149982	3.109874	0.000269
mfcpac	hand_transfer	F	18	r	2	1	56	0		3	0	1.218	1.573	1.649		-0.001922	2.38473	3.155789	-0.000491
mfcpac	hand_transfer	F	18	r	2	1	57	0		3	0	1.341	1.659	1.71		0.064597	2.597365	3.114122	0.002054
mfcpac	hand_transfer	F	18	r	2	1	58	1	10	9	0	1.07	1.365	2.307	1.797	-0.22253	1.621468	9.16413	3.390927
mfcpac	hand_transfer	F	18	r	2	1	59	0		3	0	1.129	1.509	1.592		-0.064691	2.387606	3.157871	0.000423
mfcpac	hand_transfer	F	18	r	2	1	60	0		3	0	1.308	1.476	1.759		0.102841	0.937738	3.14159	-0.001796
h4pd5a	hand_transfer	F	18	r	2	2	1	0		3	0	1.001	1.14	1.336		-0.104054	0.95114	2.954261	0.005046
h4pd5a	hand_transfer	F	18	r	2	2	2	0		3	0	0.558	0.809	0.855		-0.08758	2.196124	2.805821	0.002676
h4pd5a	hand_transfer	F	18	r	2	2	3	0		3	0	0.652	0.792	0.888		-0.043908	1.276735	3.052738	0.003465
h4pd5a	hand_transfer	F	18	r	2	2	4	0		3	0	0.649	0.774	0.872		-0.074282	1.39868	3.128271	0.004402
h4pd5a	hand_transfer	F	18	r	2	2	5	0		3	0	0.941	1.115	1.184		-0.090776	2.21248	3.200028	0.003114
h4pd5a	hand_transfer	F	18	r	2	2	6	1	1	9	0	0.689	0.864	1.702	1.058	-0.096388	1.39239	8.759798	3.459942
h4pd5a	hand_transfer	F	18	r	2	2	7	0		3	0	1.026	1.244	1.261		-0.001467	2.630252	3.105155	0.005871
h4pd5a	hand_transfer	F	18	r	2	2	8	0		3	0	0.625	0.845	0.992		-0.022216	1.732933	3.237724	0.008093
h4pd5a	hand_transfer	F	18	r	2	2	9	0		3	0	0.837	0.998	1.139		-0.02667	0.980251	3.048213	0.009158
h4pd5a	hand_transfer	F	18	r	2	2	10	1	2	9	0	0.841	0.962	1.708	1.162	-0.02382	1.264077	9.027136	3.982049
h4pd5a	hand_transfer	F	18	r	2	2	11	0		3	0	1.151	1.34	1.355		-0.000306	2.513921	3.133844	0.007501
h4pd5a	hand_transfer	F	18	r	2	2	12	0		3	0	0.701	0.988	1.002		-0.02974	2.849163	3.050207	0.01111
h4pd5a	hand_transfer	F	18	r	2	2	13	0		3	0	0.691	0.924	1.011		-0.043038	2.202736	3.158413	0.013589
h4pd5a	hand_transfer	F	18	r	2	2	14	0		3	0	0.986	1.187	1.47		0.009898	0.908997	3.175382	0.009281
h4pd5a	hand_transfer	F	18	r	2	2	15	0		3	0	1.095	1.347	1.415		0.004918	2.302466	3.305234	0.008881
h4pd5a	hand_transfer	F	18	r	2	2	16	0		3	0	0.762	0.916	0.995		0.010278	1.598011	3.219721	0.011574
h4pd5a	hand_transfer	F	18	r	2	2	17	1	3	9	0	0.842	1.197	1.726	1.26	0.008679	2.855888	8.944437	3.429635
h4pd5a	hand_transfer	F	18	r	2	2	18	0		3	0	1.063	1.338	1.476		0.077205	1.589043	3.179053	0.009349
h4pd5a	hand_transfer	F	18	r	2	2	19	0		3	0	0.652	0.851	0.936		0.031017	1.7674	3.008255	0.010769
h4pd5a	hand_transfer	F	18	r	2	2	20	0		3	0	0.494	0.898	0.909		-0.066576	2.806034	3.004365	0.012732
h4pd5a	hand_transfer	F	18	r	2	2	21	0		3	0	0.671	0.865	1.033		0.012898	1.443308	3.192385	0.012111
h4pd5a	hand_transfer	F	18	r	2	2	22	0		3	0	1.04	1.236	1.34		0.134463	1.829563	3.147859	0.015025
h4pd5a	hand_transfer	F	18	r	2	2	23	1	4	9	0	1.121	1.237	1.825	1.368	0.22543	1.704737	8.715604	3.140844
h4pd5a	hand_transfer	F	18	r	2	2	24	0		3	0	0.781	1.048	1.064		0.012454	2.238376	2.600628	0.013411
h4pd5a	hand_transfer	F	18	r	2	2	25	0		3	0	0.889	1.079	1.125		0.033477	2.442782	3.11757	0.014302
h4pd5a	hand_transfer	F	18	r	2	2	26	0		3	0	0.68	0.944	1.029		0.084616	2.326253	3.176783	0.015687
h4pd5a	hand_transfer	F	18	r	2	2	27	1	5	9	0	4.441	4.564	5.15	4.697	-0.121343	1.463787	8.999886	3.417329
h4pd5a	hand_transfer	F	18	r	2	2	28	0		3	0	1.411	1.521	1.608		3.130281	3.15205	3.023869	0.016295
h4pd5a	hand_transfer	F	18	r	2	2	29	0		3	0	0.825	0.986	1.073		-0.01425	1.873161	3.222806	0.016295
h4pd5a	hand_transfer	F	18	r	2	2	30	0		3	0	0.902	1.197	1.231		0.000428	2.717122	3.188302	0.01626
h4pd5a	hand_transfer	F	18	r	2	1	31	0		3	0	0.888	1.039	1.359		0.017838	0.482143	3.215818	0.025407
