subj	cond	sex	age	handedness	"hand_order_first (dom=1, non-dom=2)"	"hand (dom=1, non-dom=2)"	trial	Catch	catch trial 1-20	targ_wt	outlier	lf_on_t	peak_VFR_t	lift_on_t	corr_resp_on_t	lf_on_VF	peak_VFR_VF	lift_on_VF	corr_resp_on_VF
sipxpy	hand_transfer	F	18	r	1	1	6	1	1	9	0	1.4	1.709	2.54	1.957	-0.03335	1.762096	8.585308	3.7071
sipxpy	hand_transfer	F	18	r	1	1	7	0		3	0	1.278	1.634	1.659		-0.058335	2.786116	3.132621	-0.001957
sipxpy	hand_transfer	F	18	r	1	1	8	0		3	0	0.928	1.368	1.402		-0.122797	2.817423	3.128892	-0.000514
sipxpy	hand_transfer	F	18	r	1	1	9	0		3	0	0.994	1.341	1.488		-0.045166	2.158781	3.170341	-0.002179
sipxpy	hand_transfer	F	18	r	1	1	10	1	2	9	0	1.107	1.346	2.001	1.598	-0.012856	1.622589	8.737926	3.327197
sipxpy	hand_transfer	F	18	r	1	1	11	0		3	0	1.175	1.426	1.586		-0.013112	1.870139	3.193962	-0.001425
sipxpy	hand_transfer	F	18	r	1	1	12	0		3	0	1.326	1.676	1.792		0.044271	2.393294	3.160172	0.00099
sipxpy	hand_transfer	F	18	r	1	1	13	0		3	0	1.422	1.775	1.815		-0.028868	2.763512	3.184301	0.003055
sipxpy	hand_transfer	F	18	r	1	1	14	0		3	0	1.189	1.384	1.689		-0.024414	1.568296	3.143571	0.002954
sipxpy	hand_transfer	F	18	r	1	1	15	0		3	0	1.418	1.829	1.877		0.155783	2.827163	3.208406	0.00245
sipxpy	hand_transfer	F	18	r	1	1	16	0		3	0	1.34	1.808	1.878		-0.018322	2.408134	3.194561	0.004394
sipxpy	hand_transfer	F	18	r	1	1	17	1	3	9	0	2.379	2.686	3.161	2.785	-0.010194	2.70419	8.830565	3.597116
sipxpy	hand_transfer	F	18	r	1	1	18	0		3	0	1.234	1.549	1.608		-0.026093	2.207434	3.06683	0.003155
sipxpy	hand_transfer	F	18	r	1	1	19	0		3	0	1.006	1.198	1.423		0.060043	1.447705	3.178216	0.001503
sipxpy	hand_transfer	F	18	r	1	1	20	0		3	0	1.038	1.256	1.509		-0.012428	1.226936	3.157501	0.00389
sipxpy	hand_transfer	F	18	r	1	1	21	0		3	0	1.085	1.295	1.459		0.095843	2.045507	3.134991	0.003022
sipxpy	hand_transfer	F	18	r	1	1	22	0		3	0	1.046	1.33	1.46		0.021279	2.282584	3.162189	0.005099
sipxpy	hand_transfer	F	18	r	1	1	23	1	4	9	0	1.085	1.392	2.061	1.732	-0.023795	1.424358	8.550435	3.854856
sipxpy	hand_transfer	F	18	r	1	1	24	0		3	0	1.062	1.336	1.425		-0.006867	2.17586	3.096661	0.001333
sipxpy	hand_transfer	F	18	r	1	1	25	0		3	0	0.965	1.126	1.423		-0.046542	0.826342	3.066956	0.002202
sipxpy	hand_transfer	F	18	r	1	1	26	0		3	0	1.439	1.672	1.763		-0.047861	2.014015	3.133383	0.003628
sipxpy	hand_transfer	F	18	r	1	1	27	1	5	9	0	0.985	1.197	1.766	1.42	-0.069786	1.615653	8.708631	3.446822
sipxpy	hand_transfer	F	18	r	1	1	28	0		3	0	0.981	1.074	1.352		-0.053503	0.545195	3.127446	0.002525
sipxpy	hand_transfer	F	18	r	1	1	29	0		3	0	1.065	1.247	1.428		0.017378	1.585883	3.157363	0.006146
sipxpy	hand_transfer	F	18	r	1	1	30	0		3	0	1.164	1.32	1.676		-0.001094	0.853606	3.097854	0.006235
sipxpy	hand_transfer	F	18	r	1	2	31	0		3	0	1.275	1.563	1.683		-0.427391	1.98008	3.121962	0.00511
sipxpy	hand_transfer	F	18	r	1	2	32	0		3	0	1.674	1.812	2.043		0.225162	0.863973	2.968926	0.022644
sipxpy	hand_transfer	F	18	r	1	2	33	0		3	0	1.126	1.332	1.395		-0.105207	2.17899	3.022482	0.022073
sipxpy	hand_transfer	F	18	r	1	2	34	0		3	0	1.107	1.173	1.471		-0.034258	0.391673	2.964557	0.022617
sipxpy	hand_transfer	F	18	r	1	2	35	0		3	0	1.148	1.425	1.529		-0.045596	2.133879	2.969831	0.021591
sipxpy	hand_transfer	F	18	r	1	2	36	1	6	9	0	1.099	1.166	1.815	1.591	-0.231979	0.335257	8.232173	4.176522
sipxpy	hand_transfer	F	18	r	1	2	37	0		3	0	1.03	1.269	1.382		-0.007193	1.71717	2.913368	0.02071
sipxpy	hand_transfer	F	18	r	1	2	38	0		3	0	1.044	1.246	1.404		-0.096031	1.466393	3.080154	0.019981
sipxpy	hand_transfer	F	18	r	1	2	39	0		3	0	1.122	1.461	1.633		-0.136036	1.96944	3.077604	0.019524
sipxpy	hand_transfer	F	18	r	1	2	40	0		3	0	1.3	1.588	1.637		0.071324	2.215814	2.77644	0.019074
sipxpy	hand_transfer	F	18	r	1	2	41	1	7	9	0	1.208	1.434	1.991	1.759	-0.134892	1.264399	6.40443	3.816035
sipxpy	hand_transfer	F	18	r	1	2	42	0		3	0	1.154	1.445	1.512		-0.130567	2.054019	3.020842	0.02261
sipxpy	hand_transfer	F	18	r	1	2	43	0		3	0	1.176	1.436	1.64		-0.221587	1.547993	3.09611	0.020233
sipxpy	hand_transfer	F	18	r	1	2	44	0		3	0	1.243	1.479	1.614		-0.169703	1.641951	3.038754	0.019866
sipxpy	hand_transfer	F	18	r	1	2	45	0		3	0	1.185	1.411	1.603		-0.118517	1.320288	3.141572	0.020642
sipxpy	hand_transfer	F	18	r	1	2	46	0		3	0	1.398	1.568	1.807		-0.013438	0.797233	3.036089	0.018698
sipxpy	hand_transfer	F	18	r	1	2	47	1	8	9	0	1.351	1.631	2.291	1.897	-0.020564	1.573608	8.890654	3.461443
sipxpy	hand_transfer	F	18	r	1	2	48	0		3	0	1.512	1.584	1.884		-0.086121	0.348852	3.098265	0.023605
sipxpy	hand_transfer	F	18	r	1	2	49	0		3	0	1.131	1.342	1.55		-0.041493	0.844083	2.897259	0.023263
sipxpy	hand_transfer	F	18	r	1	2	50	0		3	0	1.118	1.204	1.47		-0.119249	0.528586	3.113509	0.022821
sipxpy	hand_transfer	F	18	r	1	2	51	1	9	9	0	1.062	1.244	1.629	1.407	-0.069904	2.206144	8.860799	4.429913
sipxpy	hand_transfer	F	18	r	1	2	52	0		3	0	1.203	1.287	1.515		-0.096778	0.503023	3.091725	0.023603
sipxpy	hand_transfer	F	18	r	1	2	53	0		3	0	0.98	1.082	1.295		0.069141	0.930757	3.090943	0.020505
sipxpy	hand_transfer	F	18	r	1	2	54	0		3	0	1.135	1.264	1.52		-0.019582	0.729203	3.078447	0.025094
sipxpy	hand_transfer	F	18	r	1	2	55	0		3	0	1.058	1.142	1.447		-0.20217	0.495553	3.039063	0.024427
sipxpy	hand_transfer	F	18	r	1	2	56	0		3	0	1.181	1.417	1.563		0.016595	1.938791	3.039859	0.02325
sipxpy	hand_transfer	F	18	r	1	2	57	0		3	0	0.986	1.457	1.618		-0.004333	2.339561	3.134615	0.023886
sipxpy	hand_transfer	F	18	r	1	2	58	1	10	9	0	1.088	1.311	1.945	1.546	-0.021491	1.539619	8.385426	3.414111
sipxpy	hand_transfer	F	18	r	1	2	59	0		3	0	0.997	1.268	1.415		0.015363	1.902617	3.059062	0.026908
sipxpy	hand_transfer	F	18	r	1	2	60	0		3	0	0.927	1.031	1.322		-0.073264	0.536075	3.077213	0.02523
i91346	hand_transfer	F	18	r	2	2	1	0		3	0	1.412	1.586	1.653		-0.083654	1.857346	2.819295	-0.003274
i91346	hand_transfer	F	18	r	2	2	2	0		3	0	0.767	0.926	1.022		-0.125324	1.660579	2.849819	-0.008661
i91346	hand_transfer	F	18	r	2	2	3	0		3	0	0.821	0.997	1.137		-0.045046	1.299868	2.81084	-0.007892
i91346	hand_transfer	F	18	r	2	2	4	0		3	0	0.727	0.917	1.033		-0.070228	1.226604	2.44004	-0.009857
i91346	hand_transfer	F	18	r	2	2	5	0		3	0	0.843	0.966	1.089		-0.238497	1.12007	2.829399	-0.008702
i91346	hand_transfer	F	18	r	2	2	6	1	1	9	0	0.743	0.894	1.872	1.101	-0.163636	1.388129	8.983356	4.164566
i91346	hand_transfer	F	18	r	2	2	7	0		3	0	1.541	1.795	1.844		-0.025025	2.404709	3.10641	-0.009115
i91346	hand_transfer	F	18	r	2	2	8	0		3	0	0.722	0.891	1.024		-0.077664	1.466849	3.09215	-0.008962
i91346	hand_transfer	F	18	r	2	2	9	0		3	0	0.734	0.854	1.125		-0.095724	0.891219	3.055747	-0.008755
i91346	hand_transfer	F	18	r	2	2	10	1	2	9	0	0.651	0.827	1.978	1.089	-0.177532	1.429057	9.022943	3.757522
i91346	hand_transfer	F	18	r	2	2	11	0		3	0	1.247	1.411	1.514		-0.015127	1.537093	2.978769	-0.009284
i91346	hand_transfer	F	18	r	2	2	12	0		3	0	0.96	1.163	1.3		-0.066524	1.694172	3.079237	-0.006756
i91346	hand_transfer	F	18	r	2	2	13	0		3	0	0.788	0.934	1.159		-0.077235	0.730168	3.01839	-0.007535
i91346	hand_transfer	F	18	r	2	2	14	0		3	0	0.744	0.911	1.041		-0.113646	1.454563	3.020557	-0.005804
i91346	hand_transfer	F	18	r	2	2	15	0		3	0	0.59	0.756	0.92		-0.100289	1.357671	3.074723	-0.003606
i91346	hand_transfer	F	18	r	2	2	16	0		3	0	0.843	1.077	1.125		-0.053509	2.457152	3.145677	-0.003873
i91346	hand_transfer	F	18	r	2	2	17	1	3	9	0	1.069	1.29	2.311	1.53	-0.013693	1.769338	9.046465	3.769343
i91346	hand_transfer	F	18	r	2	2	18	0		3	0	0.69	0.817	0.871		-0.092873	1.644578	2.640376	-0.005598
i91346	hand_transfer	F	18	r	2	2	19	0		3	0	0.628	0.864	0.93		-0.053059	2.071874	3.080641	-0.005176
i91346	hand_transfer	F	18	r	2	2	20	0		3	0	0.976	1.243	1.307		-0.063368	2.495944	3.108021	-0.004051
i91346	hand_transfer	F	18	r	2	2	21	0		3	0	0.705	0.866	1.024		-0.076958	1.450032	2.967186	-0.005959
i91346	hand_transfer	F	18	r	2	2	22	0		3	0	0.695	0.896	1.001		-0.07349	1.941833	3.053313	-0.007123
i91346	hand_transfer	F	18	r	2	2	23	1	4	9	0	0.755	0.938	1.97	1.151	-0.212418	1.755235	9.007823	3.87513
i91346	hand_transfer	F	18	r	2	2	24	0		3	0	0.754	0.99	1.031		-0.043418	2.328378	2.991455	-0.005781
i91346	hand_transfer	F	18	r	2	2	25	0		3	0	0.895	1.062	1.207		-0.0548	1.324888	2.948871	-0.00663
i91346	hand_transfer	F	18	r	2	2	26	0		3	0	0.958	1.055	1.316		-0.017061	0.610621	3.090043	-0.006285
i91346	hand_transfer	F	18	r	2	2	27	1	5	9	0	0.899	1.08	2.061	1.335	-0.057007	1.485089	9.024004	3.590182
i91346	hand_transfer	F	18	r	2	2	28	0		3	0	1.184	1.468	1.6		-0.008879	1.996636	3.090627	-0.007812
i91346	hand_transfer	F	18	r	2	2	29	0		3	0	0.824	0.954	1.107		-0.208716	1.085187	3.110825	-0.002979
i91346	hand_transfer	F	18	r	2	2	30	0		3	0	0.878	1.013	1.296		-0.027708	0.819687	3.124282	-0.002015
i91346	hand_transfer	F	18	r	2	1	31	0		3	0	0.824	0.944	1.158		-0.100927	1.191819	3.20832	-0.00182
i91346	hand_transfer	F	18	r	2	1	32	0		3	0	0.617	0.712	1.029		-0.072614	0.525023	3.176589	-0.002134
i91346	hand_transfer	F	18	r	2	1	33	0		3	0	0.694	0.862	0.97		-0.077163	1.54612	3.240156	-0.004081
i91346	hand_transfer	F	18	r	2	1	34	0		3	0	0.817	0.98	1.043		-0.067671	1.971067	3.088975	-0.006559
i91346	hand_transfer	F	18	r	2	1	35	0		3	0	0.824	0.944	1.069		0.03639	1.39588	3.115451	-0.005446
i91346	hand_transfer	F	18	r	2	1	36	1	6	9	0	0.651	0.778	1.755	0.976	-0.017394	0.878611	9.230519	3.426254
i91346	hand_transfer	F	18	r	2	1	37	0		3	0	1.136	1.328	1.369		-0.014484	2.167256	2.956586	-0.00395
i91346	hand_transfer	F	18	r	2	1	38	0		3	0	0.734	0.937	1.042		-0.056546	1.932091	3.073372	-0.005199
i91346	hand_transfer	F	18	r	2	1	39	0		3	0	0.673	0.852	1.023		-0.088792	1.262046	3.073238	-0.003972
i91346	hand_transfer	F	18	r	2	1	40	0		3	0	0.657	0.827	0.928		-0.113143	1.872611	3.14167	-0.004056
i91346	hand_transfer	F	18	r	2	1	41	1	7	9	0	0.717	1.009	1.946	1.216	-0.038171	2.060318	9.213776	4.053561
i91346	hand_transfer	F	18	r	2	1	42	0		3	0	0.843	1.165	1.25		-0.032899	1.707903	3.077062	-0.005707
i91346	hand_transfer	F	18	r	2	1	43	0		3	0	0.647	0.93	1.035		-0.099754	2.117266	3.078883	-0.004713
i91346	hand_transfer	F	18	r	2	1	44	0		3	0	0.696	0.928	1.077		-0.123184	1.808981	3.202189	-0.006018
i91346	hand_transfer	F	18	r	2	1	45	0		3	0	0.971	1.145	1.252		-0.063914	1.426147	3.061236	-0.005232
i91346	hand_transfer	F	18	r	2	1	46	0		3	0	0.664	0.914	1.011		-0.017141	2.178007	3.155525	-0.005659
i91346	hand_transfer	F	18	r	2	1	47	1	8	9	0	1.074	1.405	2.263	1.592	-0.004741	2.245296	9.27357	3.959637
i91346	hand_transfer	F	18	r	2	1	48	0		3	0	0.834	1.064	1.253		-0.041245	1.127251	3.127857	-0.006789
i91346	hand_transfer	F	18	r	2	1	49	0		3	0	1.017	1.221	1.391		-0.041638	1.490491	3.100256	-0.006795
i91346	hand_transfer	F	18	r	2	1	50	0		3	0	0.888	1.054	1.251		-0.05101	1.381399	3.058678	-0.006605
i91346	hand_transfer	F	18	r	2	1	51	1	9	9	0	1.004	1.195	1.935	1.381	-0.011574	1.476272	9.213742	3.96607
i91346	hand_transfer	F	18	r	2	1	52	0		3	0	1.616	1.801	1.873		-0.053325	2.041011	3.156599	-0.008641
i91346	hand_transfer	F	18	r	2	1	53	0		3	0	0.964	1.092	1.302		-0.022157	0.941033	3.128975	-0.008225
i91346	hand_transfer	F	18	r	2	1	54	0		3	0	1.7	1.9	2.034		-0.018555	1.905543	3.185198	-0.004881
i91346	hand_transfer	F	18	r	2	1	55	0		3	0	0.841	1.016	1.143		-0.0974	1.33321	3.136053	-0.005879
i91346	hand_transfer	F	18	r	2	1	56	0		3	0	1.107	1.308	1.366		-0.057724	2.125392	3.122096	-0.005035
i91346	hand_transfer	F	18	r	2	1	57	0		3	0	1.017	1.298	1.365		-0.004979	2.326383	3.119248	-0.005215
i91346	hand_transfer	F	18	r	2	1	58	1	10	9	0	1.38	1.609	2.454	1.739	-0.011542	1.89096	9.155531	3.575899
i91346	hand_transfer	F	18	r	2	1	59	0		3	0	1.745	1.882	1.932		-0.005267	1.821562	3.175525	-0.006527
i91346	hand_transfer	F	18	r	2	1	60	0		3	0	1.022	1.232	1.25		-0.014337	2.194778	2.532895	-0.004094
g8964i	hand_transfer	F	18	r	1	1	1	0		3	0	4.739	4.94	5.009		-0.008731	1.921594	3.036658	-0.004494
g8964i	hand_transfer	F	18	r	1	1	2	0		3	0	0.958	1.183	1.222		-0.13014	2.196694	3.026292	-0.003412
g8964i	hand_transfer	F	18	r	1	1	3	0		3	0	1.202	1.451	1.502		-0.007187	2.010843	3.046842	-0.001282
g8964i	hand_transfer	F	18	r	1	1	4	0		3	0	0.954	1.187	1.265		-0.130754	1.880724	3.090055	-0.001752
g8964i	hand_transfer	F	18	r	1	1	5	0		3	0	1.07	1.238	1.335		-0.100327	1.299203	3.104911	-0.001037
g8964i	hand_transfer	F	18	r	1	1	6	1	1	9	0	1.01	1.332	2.529	1.465	-0.071469	2.407958	9.171699	3.755412
g8964i	hand_transfer	F	18	r	1	1	7	0		3	0	1.317	1.562	1.632		-0.055894	1.957602	3.1609	-0.002435
g8964i	hand_transfer	F	18	r	1	1	8	0		3	0	0.851	1.013	1.289		-0.046143	0.752039	3.113025	-0.002749
g8964i	hand_transfer	F	18	r	1	1	9	0		3	0	1.09	1.245	1.407		-0.078689	1.543792	3.099706	-0.000915
g8964i	hand_transfer	F	18	r	1	1	10	1	2	9	0	1.172	1.467	2.803	1.721	-0.054447	1.822503	9.088134	3.78456
g8964i	hand_transfer	F	18	r	1	1	11	0		3	0	3.372	3.616	3.645		-0.090254	2.669364	3.147924	0.001732
g8964i	hand_transfer	F	18	r	1	1	12	0		3	0	0.885	1.149	1.268		-0.060949	2.0376	3.123907	0.003335
g8964i	hand_transfer	F	18	r	1	1	13	0		3	0	0.773	0.958	1.046		-0.014151	1.907207	3.101067	0.006478
g8964i	hand_transfer	F	18	r	1	1	14	0		3	0	0.845	1.149	1.272		-0.027654	1.690314	3.178299	0.004541
g8964i	hand_transfer	F	18	r	1	1	15	0		3	0	0.785	1.037	1.142		-0.010418	1.968872	3.146121	0.007296
g8964i	hand_transfer	F	18	r	1	1	16	0		3	0	0.913	1.234	1.338		-0.08716	1.889052	3.118338	0.004203
g8964i	hand_transfer	F	18	r	1	1	17	1	3	9	0	1.122	1.428	2.399	1.565	-0.012514	1.94432	9.147591	3.427224
g8964i	hand_transfer	F	18	r	1	1	18	0		3	0	1.421	1.806	1.821		0.103157	2.905761	3.145106	0.007976
g8964i	hand_transfer	F	18	r	1	1	19	0		3	0	1.799	1.962	2.13		-0.059121	1.301202	3.123881	0.004813
g8964i	hand_transfer	F	18	r	1	1	20	0		3	0	0.802	1.101	1.218		-0.075525	1.381598	3.111424	0.006921
g8964i	hand_transfer	F	18	r	1	1	21	0		3	0	2.82	3.035	3.153		-0.153444	1.73804	3.207631	0.010333
g8964i	hand_transfer	F	18	r	1	1	22	0		3	0	1.055	1.316	1.45		0.051457	1.578222	2.950953	0.011197
g8964i	hand_transfer	F	18	r	1	1	23	1	4	9	1					9.278354	9.278354	9.278354	9.278354
g8964i	hand_transfer	F	18	r	1	1	24	0		3	0	1.169	1.424	1.499		0.011302	1.489553	3.278149	-0.009075
g8964i	hand_transfer	F	18	r	1	1	25	0		3	0	0.895	1.069	1.254		-0.077311	1.228985	3.215945	-0.00876
g8964i	hand_transfer	F	18	r	1	1	26	0		3	0	0.998	1.24	1.384		-0.038413	1.274762	2.988164	-0.009166
g8964i	hand_transfer	F	18	r	1	1	27	1	5	9	0	1.06	1.31	2.196	1.449	-0.004558	1.789721	9.071296	3.53293
g8964i	hand_transfer	F	18	r	1	1	28	0		3	0	1.553	1.918	2.012		0.055612	2.014483	3.110437	-0.006641
g8964i	hand_transfer	F	18	r	1	1	29	0		3	0	0.98	1.426	1.547		-0.025195	1.810778	3.071039	-0.007718
g8964i	hand_transfer	F	18	r	1	1	30	0		3	0	0.865	1.036	1.264		-0.102797	1.135498	3.173876	-0.006347
g8964i	hand_transfer	F	18	r	1	2	31	0		3	0	1.849	2.025	2.129		-0.038766	1.520124	3.208854	-0.005541
g8964i	hand_transfer	F	18	r	1	2	32	0		3	0	0.942	1.055	1.186		0.060469	0.940987	3.012709	-0.004206
g8964i	hand_transfer	F	18	r	1	2	33	0		3	0	0.823	0.964	1.033		-0.150657	1.359007	2.681349	0.013386
g8964i	hand_transfer	F	18	r	1	2	34	0		3	0	0.952	1.204	1.335		-0.043992	1.594747	3.173916	0.017052
g8964i	hand_transfer	F	18	r	1	2	35	0		3	0	1.131	1.262	1.374		-0.125289	1.211396	3.086571	0.020356
g8964i	hand_transfer	F	18	r	1	2	36	1	6	9	0	1.206	1.405	2.458	1.62	-0.015526	1.611943	9.20097	3.679728
g8964i	hand_transfer	F	18	r	1	2	37	0		3	0	1.567	1.755	1.84		-0.037514	1.724618	3.227464	-0.002869
g8964i	hand_transfer	F	18	r	1	2	38	0		3	0	1.927	2.219	2.27		-0.085915	2.603824	3.170621	-0.000325
g8964i	hand_transfer	F	18	r	1	2	39	0		3	0	0.919	1.103	1.261		-0.01063	1.523102	3.080526	0.000132
g8964i	hand_transfer	F	18	r	1	2	40	0		3	0	1.108	1.221	1.425		-0.128144	0.699697	3.158372	0.001942
g8964i	hand_transfer	F	18	r	1	2	41	1	7	9	0	0.928	1.041	1.823	1.235	-0.150076	1.148019	8.95329	3.743038
g8964i	hand_transfer	F	18	r	1	2	42	0		3	0	1.11	1.256	1.43		0.021742	1.061521	3.13262	0.002288
g8964i	hand_transfer	F	18	r	1	2	43	0		3	0	0.87	1.108	1.186		0.00085	2.128445	3.14177	-0.000152
g8964i	hand_transfer	F	18	r	1	2	44	0		3	0	1.011	1.259	1.287		-0.030162	2.671088	3.210063	0.003224
g8964i	hand_transfer	F	18	r	1	2	45	0		3	0	1.041	1.201	1.406		-0.081009	1.190149	3.129085	0.003436
g8964i	hand_transfer	F	18	r	1	2	46	0		3	0	0.934	1.257	1.331		-0.07056	2.309233	3.150317	0.005971
g8964i	hand_transfer	F	18	r	1	2	47	1	8	9	0	0.825	1.089	1.681	1.213	-0.025052	2.220825	8.85603	4.228991
g8964i	hand_transfer	F	18	r	1	2	48	0		3	0	0.921	1.189	1.241		-0.067218	2.528682	3.219628	0.006144
g8964i	hand_transfer	F	18	r	1	2	49	0		3	0	0.983	1.304	1.384		-0.090394	2.194117	3.210682	0.003629
g8964i	hand_transfer	F	18	r	1	2	50	0		3	0	1.01	1.263	1.356		-0.123344	1.934617	3.164836	0.007062
g8964i	hand_transfer	F	18	r	1	2	51	1	9	9	0	1.092	1.343	2.078	1.438	0.003802	2.383199	9.057648	3.770535
g8964i	hand_transfer	F	18	r	1	2	52	0		3	0	2.813	3.193	3.218		-0.177133	2.750106	3.194166	0.008238
g8964i	hand_transfer	F	18	r	1	2	53	0		3	0	0.823	1.331	1.359		-0.053564	2.425269	2.819263	0.006126
g8964i	hand_transfer	F	18	r	1	2	54	0		3	0	1.335	1.566	1.592		-0.140939	2.768927	3.164148	0.007672
g8964i	hand_transfer	F	18	r	1	2	55	0		3	0	1.437	1.774	1.903		0.026964	2.050854	3.151301	0.010712
g8964i	hand_transfer	F	18	r	1	2	56	0		3	0	1.29	1.428	1.54		-0.04494	1.331296	3.168206	0.011123
g8964i	hand_transfer	F	18	r	1	2	57	0		3	0	1.123	1.458	1.517		0.086835	2.154766	3.187767	0.010201
g8964i	hand_transfer	F	18	r	1	2	58	1	10	9	0	1.137	1.578	2.089	1.674	-0.04693	2.495138	9.118187	3.880346
g8964i	hand_transfer	F	18	r	1	2	59	0		3	0	1.224	1.539	1.557		-0.130854	2.688823	3.203822	0.011287
g8964i	hand_transfer	F	18	r	1	2	60	0		3	0	0.94	1.273	1.322		0.053291	2.235465	3.11667	0.012111
